ID,target,tissue,gene,Brown_observed,max_method_contr,max_method_id,Pre-filter q-value,Post-filter q-value,Mutations,Patients mutated,Mappability,AID,UV,APOBEC,Palindrome,More than two mutations,More than two patients mutated,Manual review,Overlap,Final filter judgement,Expression_p-value,Expression_Fold Difference,Mutated patients w. expression data,Wild-type patients with expression data
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5,CDS,meta_Digestive_tract,ZFP36L2,9.03E-11,4.23E-01,Fisher_observed,2.70E-07,3.05E-07,15,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.003524608,1.51220304,6,274
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9,CDS,meta_Female_reproductive_tract,FBXW7,9.75E-11,4.29E-01,Fisher_observed,2.89E-07,3.28E-07,15,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.432657873,0.852780668,14,230
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4,CDS,meta_Adenocarcinoma,NRAS,1.08E-10,4.22E-01,Fisher_observed,3.19E-07,3.62E-07,16,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.78478067,0.939451087,12,757
gc19_pc.cds::gencode::B2M::ENSG00000166710.13,CDS,Pancan-no-skin-melanoma-lymph,B2M,1.36E-10,4.24E-01,Fisher_observed,4.00E-07,4.53E-07,19,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.65E-01,1.164388691,11,968
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5,CDS,meta_Hematopoietic_system,CARD11,1.47E-10,4.37E-01,Fisher_observed,4.31E-07,4.90E-07,18,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.02428926,1.428313072,16,158
gc19_pc.cds::gencode::RB1::ENSG00000139687.9,CDS,meta_Female_reproductive_tract,RB1,1.51E-10,4.28E-01,Fisher_observed,4.40E-07,5.00E-07,12,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.887654647,1.004513437,7,237
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11,CDS,meta_Carcinoma,GATA3,1.73E-10,4.20E-01,Fisher_observed,5.02E-07,5.70E-07,38,34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.050979716,1.240923991,19,880
gc19_pc.cds::gencode::TP53::ENSG00000141510.11,CDS,Lymph-CLL,TP53,1.81E-10,4.35E-01,Fisher_observed,5.23E-07,5.94E-07,7,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.016544136,0.64473679,5,63
gc19_pc.cds::gencode::GNAI2::ENSG00000114353.12,CDS,Lymph-BNHL,GNAI2,1.87E-10,4.35E-01,Fisher_observed,5.40E-07,6.13E-07,11,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.411382255,0.921996181,10,94
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13,CDS,meta_Female_reproductive_tract,ARID1A,2.09E-10,4.27E-01,Fisher_observed,5.99E-07,6.79E-07,21,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.936258022,0.999662157,16,228
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5,CDS,meta_Lymphatic_system,CARD11,2.10E-10,4.37E-01,Fisher_observed,5.99E-07,6.79E-07,18,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.43E-02,1.428313072,16,158
gc19_pc.cds::gencode::ACVR2A::ENSG00000121989.10,CDS,Pancan-no-skin-melanoma-lymph,ACVR2A,2.10E-10,4.23E-01,Fisher_observed,5.99E-07,6.79E-07,36,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.651875173,0.998259316,20,959
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5,CDS,Pancan-no-skin-melanoma-lymph,RPL22,2.27E-10,4.23E-01,Fisher_observed,6.45E-07,7.31E-07,16,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.489118034,1.077605718,13,966
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15,CDS,meta_Lymphatic_system,FBXO11,2.36E-10,4.37E-01,Fisher_observed,6.68E-07,7.56E-07,13,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.012475362,1.280197788,11,163
gc19_pc.cds::gencode::ATRX::ENSG00000085224.16,CDS,Panc-Endocrine,ATRX,2.39E-10,4.38E-01,Fisher_observed,6.74E-07,7.63E-07,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15,CDS,meta_Hematopoietic_system,FBXO11,2.86E-10,4.36E-01,Fisher_observed,8.04E-07,9.10E-07,13,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.012475362,1.280197788,11,163
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5,CDS,meta_Kidney,BAP1,2.98E-10,4.33E-01,Fisher_observed,8.35E-07,9.47E-07,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.00227958,0.688001642,9,151
gc19_pc.cds::gencode::SF3B1::ENSG00000115524.11,CDS,Lymph-CLL,SF3B1,3.00E-10,4.34E-01,Fisher_observed,8.36E-07,9.48E-07,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.163131979,0.872192636,6,62
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13,CDS,meta_Digestive_tract,TGFBR2,3.25E-10,4.20E-01,Fisher_observed,9.04E-07,1.02E-06,21,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.956618872,0.922817521,9,271
gc19_pc.cds::gencode::DDX3X::ENSG00000215301.5,CDS,Pancan-no-skin-melanoma-lymph,DDX3X,3.28E-10,4.25E-01,Fisher_observed,9.07E-07,1.03E-06,34,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.918259907,1.037440652,7,972
gc19_pc.cds::gencode::ALB::ENSG00000163631.12,CDS,Pancan-no-skin-melanoma-lymph,ALB,3.49E-10,4.22E-01,Fisher_observed,9.63E-07,1.09E-06,65,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.038581054,0.91843361,25,954
gc19_pc.cds::gencode::TP53::ENSG00000141510.11,CDS,meta_Kidney,TP53,3.60E-10,4.32E-01,Fisher_observed,9.91E-07,1.12E-06,9,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.263626426,0.972294168,7,153
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13,CDS,meta_Lymphatic_system,ARID1A,3.83E-10,4.35E-01,Fisher_observed,1.05E-06,1.19E-06,17,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.987165765,1.09570468,15,159
gc19_pc.cds::gencode::CDKN1A::ENSG00000124762.9,CDS,Pancan-no-skin-melanoma-lymph,CDKN1A,3.86E-10,4.22E-01,Fisher_observed,1.05E-06,1.19E-06,21,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.68453777,1.113288178,15,964
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5,CDS,meta_Digestive_tract,BAP1,4.19E-10,4.19E-01,Fisher_observed,1.14E-06,1.29E-06,21,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0002934,0.661187052,10,270
gc19_pc.cds::gencode::FOXA1::ENSG00000129514.4,CDS,meta_Carcinoma,FOXA1,4.61E-10,4.18E-01,Fisher_observed,1.25E-06,1.42E-06,27,27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.79E-05,4.706935156,9,890
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13,CDS,meta_Hematopoietic_system,ARID1A,4.75E-10,4.35E-01,Fisher_observed,1.28E-06,1.45E-06,17,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.987165765,1.09570468,15,159
gc19_pc.cds::gencode::FBXO11::ENSG00000138081.15,CDS,Lymph-BNHL,FBXO11,5.62E-10,4.32E-01,Fisher_observed,1.51E-06,1.71E-06,13,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.016426584,1.280605258,11,93
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9,CDS,meta_Lung,NOTCH1,6.04E-10,4.26E-01,Fisher_observed,1.62E-06,1.83E-06,21,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.203261226,1.393594078,19,65
gc19_pc.cds::gencode::RPS6KA3::ENSG00000177189.8,CDS,Liver-HCC,RPS6KA3,6.38E-10,4.29E-01,Fisher_observed,1.71E-06,1.93E-06,12,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.248552783,0.796745043,6,94
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13,CDS,meta_Carcinoma,TGFBR2,6.41E-10,4.17E-01,Fisher_observed,1.71E-06,1.93E-06,30,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.715270652,0.920867994,16,883
gc19_pc.cds::gencode::ARHGAP35::ENSG00000160007.13,CDS,Pancan-no-skin-melanoma-lymph,ARHGAP35,7.52E-10,4.20E-01,Fisher_observed,1.99E-06,2.26E-06,58,51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.47E-01,0.856978326,39,940
gc19_pc.cds::gencode::ATM::ENSG00000149311.13,CDS,meta_Carcinoma,ATM,8.30E-10,4.16E-01,Fisher_observed,2.19E-06,2.48E-06,86,69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.605123539,1.035620867,44,855
gc19_pc.cds::gencode::PPP2R1A::ENSG00000105568.13,CDS,Uterus-AdenoCa,PPP2R1A,9.03E-10,4.26E-01,Fisher_observed,2.37E-06,2.69E-06,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.393015898,0.94913768,8,36
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5,CDS,Panc-AdenoCa,ZFP36L2,9.68E-10,4.28E-01,Fisher_observed,2.53E-06,2.88E-06,9,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.193948709,1.327035598,2,73
gc19_pc.cds::gencode::SPOP::ENSG00000121067.13,CDS,Pancan-no-skin-melanoma-lymph,SPOP,1.10E-09,4.19E-01,Fisher_observed,2.87E-06,3.26E-06,21,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.228467008,1.168213953,5,974
gc19_pc.cds::gencode::HLA-A::ENSG00000206503.7,CDS,meta_Carcinoma,HLA-A,1.23E-09,4.15E-01,Fisher_observed,3.21E-06,3.64E-06,21,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.361829946,0.656862841,11,888
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5,CDS,Liver-HCC,BAP1,1.29E-09,4.22E-01,Fisher_observed,3.35E-06,3.81E-06,15,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.003090584,0.624568754,7,93
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5,CDS,meta_Lymphatic_system,GNA13,1.30E-09,4.33E-01,Fisher_observed,3.37E-06,3.83E-06,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.858611325,0.968038661,9,165
gc19_pc.cds::gencode::MYD88::ENSG00000172936.8,CDS,Lymph-BNHL,MYD88,1.33E-09,4.31E-01,Fisher_observed,3.42E-06,3.88E-06,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.007312656,1.524411261,9,95
gc19_pc.cds::gencode::NRAS::ENSG00000213281.4,CDS,meta_Carcinoma,NRAS,1.35E-09,4.15E-01,Fisher_observed,3.47E-06,3.94E-06,16,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.75E-01,0.939451087,12,887
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5,CDS,meta_Adenocarcinoma,ZFP36L2,1.61E-09,4.15E-01,Fisher_observed,4.11E-06,4.67E-06,23,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.006422714,1.379255939,14,755
gc19_pc.cds::gencode::GNA13::ENSG00000120063.5,CDS,meta_Hematopoietic_system,GNA13,1.74E-09,4.32E-01,Fisher_observed,4.43E-06,5.03E-06,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.858611325,0.968038661,9,165
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9,CDS,Lung-SCC,NOTCH1,2.05E-09,4.22E-01,Fisher_observed,5.18E-06,5.91E-06,19,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.109009994,1.458153681,17,30
gc19_pc.cds::gencode::BAP1::ENSG00000163930.5,CDS,Kidney-RCC,BAP1,2.13E-09,4.24E-01,Fisher_observed,5.37E-06,6.13E-06,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.002042891,0.687762543,9,108
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5,CDS,meta_Carcinoma,ZFP36L2,2.17E-09,4.13E-01,Fisher_observed,5.44E-06,6.21E-06,28,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.034669991,1.300021496,18,881
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17,CDS,Head-SCC,CASP8,2.23E-09,4.25E-01,Fisher_observed,5.58E-06,6.37E-06,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.453832753,1.271304354,3,39
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17,CDS,Pancan-no-skin-melanoma-lymph,CASP8,2.84E-09,4.16E-01,Fisher_observed,7.02E-06,8.08E-06,29,27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.851847255,0.942931206,16,963
gc19_pc.cds::gencode::RB1::ENSG00000139687.9,CDS,meta_Digestive_tract,RB1,3.26E-09,4.14E-01,Fisher_observed,8.02E-06,9.22E-06,26,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.180936861,0.590372424,6,274
gc19_pc.cds::gencode::ATM::ENSG00000149311.13,CDS,Pancan-no-skin-melanoma-lymph,ATM,3.29E-09,4.16E-01,Fisher_observed,8.09E-06,9.30E-06,90,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.537101054,1.035620867,46,933
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9,CDS,meta_Carcinoma,KEAP1,3.36E-09,4.12E-01,Fisher_observed,8.23E-06,9.46E-06,35,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.216559414,1.201768581,22,877
gc19_pc.cds::gencode::B2M::ENSG00000166710.13,CDS,meta_Carcinoma,B2M,3.61E-09,4.12E-01,Fisher_observed,8.82E-06,1.01E-05,19,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.85E-01,1.164388691,11,888
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13,CDS,Pancan-no-skin-melanoma-lymph,TGFBR2,3.67E-09,4.15E-01,Fisher_observed,8.94E-06,1.03E-05,30,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.723739116,0.920867994,16,963
gc19_pc.cds::gencode::SMO::ENSG00000128602.5,CDS,CNS-Medullo,SMO,3.81E-09,4.33E-01,Fisher_observed,9.26E-06,1.06E-05,8,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
gc19_pc.cds::gencode::SOX9::ENSG00000125398.5,CDS,ColoRect-AdenoCa,SOX9,4.20E-09,4.06E-01,Fisher_observed,1.02E-05,1.17E-05,8,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.042441337,1.500009974,7,44
gc19_pc.cds::gencode::CARD11::ENSG00000198286.5,CDS,Lymph-BNHL,CARD11,4.27E-09,4.27E-01,Fisher_observed,1.03E-05,1.18E-05,17,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.040876076,1.4097206,15,89
gc19_pc.cds::gencode::PTEN::ENSG00000171862.5,CDS,Kidney-RCC,PTEN,4.67E-09,4.25E-01,Fisher_observed,1.13E-05,1.29E-05,7,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.743268179,0.868236493,7,110
gc19_pc.cds::gencode::CIC::ENSG00000079432.3,CDS,meta_CNS,CIC,4.82E-09,4.31E-01,Fisher_observed,1.16E-05,1.33E-05,14,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.000845266,0.67130238,10,36
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9,CDS,Lung-AdenoCa,KEAP1,5.10E-09,4.18E-01,Fisher_observed,1.22E-05,1.40E-05,8,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.092062025,1.368462379,7,30
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5,CDS,meta_Adenocarcinoma,RPL22,5.19E-09,4.11E-01,Fisher_observed,1.24E-05,1.42E-05,16,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.484230526,1.077605718,13,756
gc19_pc.cds::gencode::KMT2D::ENSG00000167548.10,CDS,meta_Carcinoma,KMT2D,5.80E-09,4.10E-01,Fisher_observed,1.38E-05,1.58E-05,146,110,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.832810909,0.978498601,69,830
gc19_pc.cds::gencode::AKT1::ENSG00000142208.11,CDS,meta_Breast,AKT1,6.65E-09,4.28E-01,Fisher_observed,1.57E-05,1.80E-05,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.029405389,1.619844857,4,87
gc19_pc.cds::gencode::PIK3CA::ENSG00000121879.3,CDS,meta_CNS,PIK3CA,6.67E-09,4.33E-01,Fisher_observed,1.57E-05,1.81E-05,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.692992616,1.073793966,4,42
gc19_pc.cds::gencode::TET2::ENSG00000168769.8,CDS,Myeloid-MPN,TET2,6.77E-09,4.10E-01,Fisher_observed,1.59E-05,1.83E-05,5,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA
gc19_pc.cds::gencode::GATA3::ENSG00000107485.11,CDS,meta_Adenocarcinoma,GATA3,6.80E-09,4.10E-01,Fisher_observed,1.59E-05,1.83E-05,33,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.102381247,1.240923991,15,754
gc19_pc.cds::gencode::RB1::ENSG00000139687.9,CDS,Liver-HCC,RB1,7.76E-09,4.17E-01,Fisher_observed,1.81E-05,2.08E-05,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.128126966,0.464016112,4,96
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13,CDS,meta_Adenocarcinoma,TGFBR2,8.46E-09,4.10E-01,Fisher_observed,1.97E-05,2.26E-05,25,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.676551914,0.941937377,12,757
gc19_pc.cds::gencode::ATM::ENSG00000149311.13,CDS,meta_Adenocarcinoma,ATM,9.03E-09,4.09E-01,Fisher_observed,2.10E-05,2.41E-05,74,57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.206580421,0.925980732,36,733
gc19_pc.cds::gencode::CASP8::ENSG00000064012.17,CDS,meta_Squamous,CASP8,9.07E-09,4.18E-01,Fisher_observed,2.10E-05,2.41E-05,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.954164796,0.998303041,4,103
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11,CDS,meta_Lymphatic_system,TBL1XR1,9.63E-09,4.27E-01,Fisher_observed,2.22E-05,2.55E-05,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.268020246,1.212015866,9,165
gc19_pc.cds::gencode::ARID1A::ENSG00000117713.13,CDS,Lymph-BNHL,ARID1A,9.67E-09,4.25E-01,Fisher_observed,2.23E-05,2.55E-05,15,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.437465184,1.137732698,13,91
gc19_pc.cds::gencode::TGFBR2::ENSG00000163513.13,CDS,Panc-AdenoCa,TGFBR2,1.07E-08,4.17E-01,Fisher_observed,2.44E-05,2.81E-05,10,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.952994003,1.02037949,4,71
gc19_pc.cds::gencode::NOTCH1::ENSG00000148400.9,CDS,meta_Carcinoma,NOTCH1,1.09E-08,4.08E-01,Fisher_observed,2.47E-05,2.84E-05,92,80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.447969968,0.895729931,53,846
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9,CDS,meta_Digestive_tract,FBXW7,1.09E-08,4.10E-01,Fisher_observed,2.47E-05,2.84E-05,26,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.036960948,1.266849279,12,268
gc19_pc.cds::gencode::TBL1XR1::ENSG00000177565.11,CDS,meta_Hematopoietic_system,TBL1XR1,1.35E-08,4.26E-01,Fisher_observed,3.07E-05,3.53E-05,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.268020246,1.212015866,9,165
gc19_pc.cds::gencode::FBXW7::ENSG00000109670.9,CDS,ColoRect-AdenoCa,FBXW7,1.57E-08,4.01E-01,Fisher_observed,3.55E-05,4.08E-05,14,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.049239117,1.287894219,10,41
gc19_pc.cds::gencode::KRAS::ENSG00000133703.7,CDS,Biliary-AdenoCa,KRAS,1.59E-08,4.13E-01,Fisher_observed,3.58E-05,4.11E-05,4,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.549019608,1.196751605,2,16
gc19_pc.cds::gencode::RNF43::ENSG00000108375.8,CDS,Panc-AdenoCa,RNF43,1.68E-08,4.16E-01,Fisher_observed,3.77E-05,4.33E-05,9,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.946110218,0.939575259,3,72
gc19_pc.cds::gencode::RPL22::ENSG00000116251.5,CDS,meta_Carcinoma,RPL22,1.71E-08,4.07E-01,Fisher_observed,3.83E-05,4.40E-05,16,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.492097685,1.077605718,13,886
gc19_pc.cds::gencode::ZFP36L2::ENSG00000152518.5,CDS,Pancan-no-skin-melanoma-lymph,ZFP36L2,1.86E-08,4.10E-01,Fisher_observed,4.15E-05,4.77E-05,28,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.034884256,1.300021496,18,961
gc19_pc.cds::gencode::RHOA::ENSG00000067560.6,CDS,meta_Hematopoietic_system,RHOA,1.92E-08,4.25E-01,Fisher_observed,4.29E-05,4.93E-05,7,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.691835363,1.06240931,5,169
gc19_pc.cds::gencode::NFE2L2::ENSG00000116044.11,CDS,meta_Digestive_tract,NFE2L2,1.94E-08,4.08E-01,Fisher_observed,4.32E-05,4.96E-05,19,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.352016674,1.21722359,5,275
gc19_pc.cds::gencode::SOX9::ENSG00000125398.5,CDS,meta_Digestive_tract,SOX9,2.01E-08,4.08E-01,Fisher_observed,4.46E-05,5.11E-05,15,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.276723384,1.294145108,10,270
gc19_pc.cds::gencode::MEF2B::ENSG00000213999.11,CDS,meta_Lymphatic_system,MEF2B,2.20E-08,4.25E-01,Fisher_observed,4.87E-05,5.58E-05,9,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.46E-02,1.942182107,8,166
gc19_pc.cds::gencode::KEAP1::ENSG00000079999.9,CDS,meta_Lung,KEAP1,2.25E-08,4.15E-01,Fisher_observed,4.97E-05,5.70E-05,10,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.203139184,1.368266071,9,75
gc19_pc.cds::gencode::BRD7::ENSG00000166164.11,CDS,Liver-HCC,BRD7,2.28E-08,4.18E-01,Fisher_observed,5.01E-05,5.75E-05,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.000214896,0.289031135,5,95
gc19_pc.cds::gencode::RRAGC::ENSG00000116954.7,CDS,meta_Lymphatic_system,RRAGC,2.44E-08,4.24E-01,Fisher_observed,5.35E-05,6.14E-05,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.49710359,1.05811595,8,166
