donor_unique_id	submitter_donor_id	dcc_project_code	library_strategy	workflow	aliquot_id	icgc_sample_id	icgc_specimen_id	dcc_specimen_type	gnos_id	gnos_repo	exist_bai_file
KICH-US::a5af1391-89d3-4f41-930e-7e8272afec98	a5af1391-89d3-4f41-930e-7e8272afec98	KICH-US	RNA-Seq	star	5cb8881d-dc6e-4b62-b9a3-d96c83d2567e	SA556535	SP123878	Primary tumour - solid tissue	38a92c92-441d-4759-9ccf-536d40893ea0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::af1111af-9384-4e37-9b16-227d38007ebd	af1111af-9384-4e37-9b16-227d38007ebd	KICH-US	RNA-Seq	tophat	4300d79a-b4c8-4d95-8a42-4d5d8962eadc	SA556605	SP123988	Primary tumour - solid tissue	f445e232-5376-4a83-b47d-cc81a78dc5e5	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::af1111af-9384-4e37-9b16-227d38007ebd	af1111af-9384-4e37-9b16-227d38007ebd	KICH-US	RNA-Seq	star	4300d79a-b4c8-4d95-8a42-4d5d8962eadc	SA556605	SP123988	Primary tumour - solid tissue	30a7793e-3517-4ea2-9a45-d8d74dd4d071	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::af1111af-9384-4e37-9b16-227d38007ebd	af1111af-9384-4e37-9b16-227d38007ebd	KICH-US	RNA-Seq	tophat	4d3c1834-7351-4aaa-aa2c-70e0c06ebbce	SA556619	SP123990	Normal - tissue adjacent to primary	77d94d37-5b09-4775-9d32-24ad105c9f7f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::af1111af-9384-4e37-9b16-227d38007ebd	af1111af-9384-4e37-9b16-227d38007ebd	KICH-US	RNA-Seq	star	4d3c1834-7351-4aaa-aa2c-70e0c06ebbce	SA556619	SP123990	Normal - tissue adjacent to primary	20facfc4-5971-4ed0-9720-2ab45f3d6b21	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b08dfba8-6afb-4217-9259-72be6f1f3363	b08dfba8-6afb-4217-9259-72be6f1f3363	KICH-US	RNA-Seq	tophat	2a70e115-e2dd-4c26-bd20-b09c58f551c7	SA556467	SP123969	Primary tumour - solid tissue	3ea08d6d-42b3-44eb-8c6b-79787dfe0893	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b08dfba8-6afb-4217-9259-72be6f1f3363	b08dfba8-6afb-4217-9259-72be6f1f3363	KICH-US	RNA-Seq	star	2a70e115-e2dd-4c26-bd20-b09c58f551c7	SA556467	SP123969	Primary tumour - solid tissue	e13c0164-609f-4929-928e-7158343fb818	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b08dfba8-6afb-4217-9259-72be6f1f3363	b08dfba8-6afb-4217-9259-72be6f1f3363	KICH-US	RNA-Seq	tophat	2b684237-e6b2-4f87-882e-3fa8ffbb829e	SA556479	SP123971	Normal - tissue adjacent to primary	6aafb256-eb89-43cc-9b57-87f19ff48f56	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b08dfba8-6afb-4217-9259-72be6f1f3363	b08dfba8-6afb-4217-9259-72be6f1f3363	KICH-US	RNA-Seq	star	2b684237-e6b2-4f87-882e-3fa8ffbb829e	SA556479	SP123971	Normal - tissue adjacent to primary	d44cb324-98c0-4bc5-bd8b-7def0ebc6674	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b4a0bf74-1381-4c17-b97d-206810d9e59a	b4a0bf74-1381-4c17-b97d-206810d9e59a	KICH-US	RNA-Seq	tophat	131cd009-c2f2-4e38-a72d-2018af79986a	SA556512	SP123876	Primary tumour - solid tissue	9a326263-93a1-492d-ac10-650e1ff4ea9b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b4a0bf74-1381-4c17-b97d-206810d9e59a	b4a0bf74-1381-4c17-b97d-206810d9e59a	KICH-US	RNA-Seq	star	131cd009-c2f2-4e38-a72d-2018af79986a	SA556512	SP123876	Primary tumour - solid tissue	46b85d1b-a984-4a1d-a51f-523a32bd75f1	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b5f6a0e3-f9ac-475f-9a34-b8b8834f1779	b5f6a0e3-f9ac-475f-9a34-b8b8834f1779	KICH-US	RNA-Seq	tophat	16af7da5-68af-4af9-9a2b-66241dfa4d84	SA556888	SP124029	Primary tumour - solid tissue	1fbabc29-3cb5-4510-80ba-3e69ae2c2645	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::b5f6a0e3-f9ac-475f-9a34-b8b8834f1779	b5f6a0e3-f9ac-475f-9a34-b8b8834f1779	KICH-US	RNA-Seq	star	16af7da5-68af-4af9-9a2b-66241dfa4d84	SA556888	SP124029	Primary tumour - solid tissue	df73c603-0b2f-4e30-a99f-724982859a04	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::c689ae1d-4a6b-45db-b4d1-6b34c5c61522	c689ae1d-4a6b-45db-b4d1-6b34c5c61522	KICH-US	RNA-Seq	tophat	baa1261d-78ae-4a47-8459-2513361ba6de	SA556490	SP123874	Primary tumour - solid tissue	7436dc85-86e8-488e-b558-3abf0c5d7789	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::c689ae1d-4a6b-45db-b4d1-6b34c5c61522	c689ae1d-4a6b-45db-b4d1-6b34c5c61522	KICH-US	RNA-Seq	star	baa1261d-78ae-4a47-8459-2513361ba6de	SA556490	SP123874	Primary tumour - solid tissue	0d7f5021-415e-4f48-a0bb-ff69e3488f26	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::cc316faf-dcb1-4dea-b8b0-a17d000ff40f	cc316faf-dcb1-4dea-b8b0-a17d000ff40f	KICH-US	RNA-Seq	tophat	d42c9589-3960-4964-be28-83d275bdc672	SA556441	SP123967	Primary tumour - solid tissue	3609b4d4-1ced-4921-831d-3e99469ab357	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::cc316faf-dcb1-4dea-b8b0-a17d000ff40f	cc316faf-dcb1-4dea-b8b0-a17d000ff40f	KICH-US	RNA-Seq	star	d42c9589-3960-4964-be28-83d275bdc672	SA556441	SP123967	Primary tumour - solid tissue	6a679b0f-0d1e-41a8-a9b2-4925ac9cb328	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::cc316faf-dcb1-4dea-b8b0-a17d000ff40f	cc316faf-dcb1-4dea-b8b0-a17d000ff40f	KICH-US	RNA-Seq	tophat	ba365c68-a51f-4802-98b4-7fbf7e35bafc	SA556453	SP123968	Normal - tissue adjacent to primary	b22fd52c-8a5c-47c7-990f-fdd42898de4c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::cc316faf-dcb1-4dea-b8b0-a17d000ff40f	cc316faf-dcb1-4dea-b8b0-a17d000ff40f	KICH-US	RNA-Seq	star	ba365c68-a51f-4802-98b4-7fbf7e35bafc	SA556453	SP123968	Normal - tissue adjacent to primary	4e1a49f4-cc9a-4ae2-9e75-bce721f9ab03	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::d52c3cb6-921e-4f26-b49c-e6e4f11f9c06	d52c3cb6-921e-4f26-b49c-e6e4f11f9c06	KICH-US	RNA-Seq	tophat	f6e81351-3d0e-4a4b-aec4-e88011e8f3f9	SA556797	SP124013	Primary tumour - solid tissue	02dfb45c-2296-4a8d-9ed6-4278123676c0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::d52c3cb6-921e-4f26-b49c-e6e4f11f9c06	d52c3cb6-921e-4f26-b49c-e6e4f11f9c06	KICH-US	RNA-Seq	star	f6e81351-3d0e-4a4b-aec4-e88011e8f3f9	SA556797	SP124013	Primary tumour - solid tissue	a9ca8d43-593f-462a-b0cc-5fafc766723d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	KICH-US	RNA-Seq	tophat	67e21e3d-63a0-4fca-9880-58a71c938294	SA556840	SP123953	Primary tumour - solid tissue	1bab2ef5-cc36-4697-ab2e-90dfa7d8235a	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	KICH-US	RNA-Seq	star	67e21e3d-63a0-4fca-9880-58a71c938294	SA556840	SP123953	Primary tumour - solid tissue	9bfe23ad-1085-4d0b-af26-f2b01162bb9e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	KICH-US	RNA-Seq	tophat	0d5727f8-2f06-4b7e-bc23-0241d44594cc	SA556852	SP123954	Normal - tissue adjacent to primary	f2e03565-5c66-45fe-868f-d6515d24943e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	dc04b82c-e1e8-4917-ba19-c2fea4a1b69a	KICH-US	RNA-Seq	star	0d5727f8-2f06-4b7e-bc23-0241d44594cc	SA556852	SP123954	Normal - tissue adjacent to primary	a2db7412-dcf0-4c92-ad32-cc8e51703b42	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::e1e15226-9f8e-4035-8f08-eb1fed57080e	e1e15226-9f8e-4035-8f08-eb1fed57080e	KICH-US	RNA-Seq	tophat	17238de6-eab7-47ed-948e-be06ee5de5b7	SA556657	SP123995	Primary tumour - solid tissue	4c829470-db98-4698-89d1-b82dea985d3f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::e1e15226-9f8e-4035-8f08-eb1fed57080e	e1e15226-9f8e-4035-8f08-eb1fed57080e	KICH-US	RNA-Seq	star	17238de6-eab7-47ed-948e-be06ee5de5b7	SA556657	SP123995	Primary tumour - solid tissue	07bc71e1-9580-41c3-8a5c-7d0c8e6160a4	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::e1e15226-9f8e-4035-8f08-eb1fed57080e	e1e15226-9f8e-4035-8f08-eb1fed57080e	KICH-US	RNA-Seq	tophat	8d1db793-102c-4ddf-a006-c69b7c96d099	SA556669	SP123997	Normal - tissue adjacent to primary	3d41d51b-dbdf-4bb1-8d12-90f0076c7452	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::e1e15226-9f8e-4035-8f08-eb1fed57080e	e1e15226-9f8e-4035-8f08-eb1fed57080e	KICH-US	RNA-Seq	star	8d1db793-102c-4ddf-a006-c69b7c96d099	SA556669	SP123997	Normal - tissue adjacent to primary	26174015-496d-49e0-8f97-b872ec48a263	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::ee8c1919-17a9-4df1-8aa5-79546621b23c	ee8c1919-17a9-4df1-8aa5-79546621b23c	KICH-US	RNA-Seq	tophat	d4d86182-64cd-4b99-91ee-b41b57de112f	SA556898	SP124033	Primary tumour - solid tissue	6920de21-a43c-4449-b00c-52677b22f6fb	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::ee8c1919-17a9-4df1-8aa5-79546621b23c	ee8c1919-17a9-4df1-8aa5-79546621b23c	KICH-US	RNA-Seq	star	d4d86182-64cd-4b99-91ee-b41b57de112f	SA556898	SP124033	Primary tumour - solid tissue	3be3c09d-e294-4f3f-8827-6c89a8830707	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f1c1502e-1bd6-425a-b651-454363809668	f1c1502e-1bd6-425a-b651-454363809668	KICH-US	RNA-Seq	tophat	9e634d59-f421-4a8c-b840-21fd612de48f	SA556729	SP124003	Primary tumour - solid tissue	d2899821-c666-48e9-84e0-9d49c2b8d66c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f1c1502e-1bd6-425a-b651-454363809668	f1c1502e-1bd6-425a-b651-454363809668	KICH-US	RNA-Seq	star	9e634d59-f421-4a8c-b840-21fd612de48f	SA556729	SP124003	Primary tumour - solid tissue	454896d4-9ddd-4389-a6dc-fef315fc29b6	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f1c1502e-1bd6-425a-b651-454363809668	f1c1502e-1bd6-425a-b651-454363809668	KICH-US	RNA-Seq	tophat	070ff02a-0851-4538-939c-01507b152e26	SA556742	SP124005	Normal - tissue adjacent to primary	e447521f-4d59-4d0b-b5ec-7441c1dfe0b0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f1c1502e-1bd6-425a-b651-454363809668	f1c1502e-1bd6-425a-b651-454363809668	KICH-US	RNA-Seq	star	070ff02a-0851-4538-939c-01507b152e26	SA556742	SP124005	Normal - tissue adjacent to primary	4e155668-3c7f-473d-bc46-60a6b21303c0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f2b58595-dec0-4194-ab33-7c7dc6c058a6	f2b58595-dec0-4194-ab33-7c7dc6c058a6	KICH-US	RNA-Seq	tophat	0acf650f-8275-4319-bdb4-bb0a6c35c235	SA556683	SP123998	Primary tumour - solid tissue	9b63bd4b-7d64-4f73-a5e4-676cf8e553d6	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f2b58595-dec0-4194-ab33-7c7dc6c058a6	f2b58595-dec0-4194-ab33-7c7dc6c058a6	KICH-US	RNA-Seq	star	0acf650f-8275-4319-bdb4-bb0a6c35c235	SA556683	SP123998	Primary tumour - solid tissue	62d770a8-a1a0-4e1a-8ad2-58f5d4e2bafa	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f2b58595-dec0-4194-ab33-7c7dc6c058a6	f2b58595-dec0-4194-ab33-7c7dc6c058a6	KICH-US	RNA-Seq	tophat	7e49cf6c-9feb-43a9-a123-917cd38e4f1d	SA556694	SP123999	Normal - tissue adjacent to primary	a58ad1b2-30cf-4a0f-8d83-b7c4496292a1	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f2b58595-dec0-4194-ab33-7c7dc6c058a6	f2b58595-dec0-4194-ab33-7c7dc6c058a6	KICH-US	RNA-Seq	star	7e49cf6c-9feb-43a9-a123-917cd38e4f1d	SA556694	SP123999	Normal - tissue adjacent to primary	12fc981d-29a9-4664-9b67-63904a00d34e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44	f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44	KICH-US	RNA-Seq	tophat	93543d44-72a0-4f35-bc35-3acffc85ced6	SA556653	SP123890	Primary tumour - solid tissue	0f4f366b-0ff0-463a-b01a-0e36b8ba5d69	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44	f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44	KICH-US	RNA-Seq	star	93543d44-72a0-4f35-bc35-3acffc85ced6	SA556653	SP123890	Primary tumour - solid tissue	320caea9-0849-48b0-9eb8-480c03f0bb5a	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f3ba1cf8-ac67-4da8-96f3-8680dc55f247	f3ba1cf8-ac67-4da8-96f3-8680dc55f247	KICH-US	RNA-Seq	tophat	4421b2c6-8de1-41c3-a47a-20c60a86b694	SA556822	SP123950	Primary tumour - solid tissue	f94a409f-7d18-4bb4-bc40-2c073b4b4350	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KICH-US::f3ba1cf8-ac67-4da8-96f3-8680dc55f247	f3ba1cf8-ac67-4da8-96f3-8680dc55f247	KICH-US	RNA-Seq	star	4421b2c6-8de1-41c3-a47a-20c60a86b694	SA556822	SP123950	Primary tumour - solid tissue	40a83f2b-43d9-459c-8875-8e8a566cc474	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::0487fc41-386c-4d76-9084-daf959bf5e98	0487fc41-386c-4d76-9084-daf959bf5e98	KIRC-US	RNA-Seq	tophat	7694eaf3-732e-4b23-b8fe-ce713c1a4b18	SA233290	SP41453	Primary tumour - solid tissue	1f05c88e-8484-4d8c-b56a-646e8ad1d76e	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::0487fc41-386c-4d76-9084-daf959bf5e98	0487fc41-386c-4d76-9084-daf959bf5e98	KIRC-US	RNA-Seq	star	7694eaf3-732e-4b23-b8fe-ce713c1a4b18	SA233290	SP41453	Primary tumour - solid tissue	373944ab-370d-4b4c-8d77-2e4c645870ba	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::0487fc41-386c-4d76-9084-daf959bf5e98	0487fc41-386c-4d76-9084-daf959bf5e98	KIRC-US	RNA-Seq	tophat	8cb7e009-0e3a-4fee-aca1-177c33ee3441	SA233380	SP41463	Normal - tissue adjacent to primary	d16053b0-882b-48d8-9e66-22b883306a9d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::0487fc41-386c-4d76-9084-daf959bf5e98	0487fc41-386c-4d76-9084-daf959bf5e98	KIRC-US	RNA-Seq	star	8cb7e009-0e3a-4fee-aca1-177c33ee3441	SA233380	SP41463	Normal - tissue adjacent to primary	046e2041-1330-45d2-b8a0-24a431ea4698	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::11ab53c8-6366-4bc9-b60d-23e6ed2d1cae	11ab53c8-6366-4bc9-b60d-23e6ed2d1cae	KIRC-US	RNA-Seq	tophat	8aa9969f-458c-401f-84a7-5cf76c68f790	SA494576	SP40047	Primary tumour - solid tissue	875f0c19-ac45-4724-860f-83e457763229	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::11ab53c8-6366-4bc9-b60d-23e6ed2d1cae	11ab53c8-6366-4bc9-b60d-23e6ed2d1cae	KIRC-US	RNA-Seq	star	8aa9969f-458c-401f-84a7-5cf76c68f790	SA494576	SP40047	Primary tumour - solid tissue	fc2d6f67-12d2-4b57-8b4d-be4f1adf8ef9	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::1adb05d4-e1ca-4ede-81c7-ff24a243abae	1adb05d4-e1ca-4ede-81c7-ff24a243abae	KIRC-US	RNA-Seq	tophat	67c91ebf-e8c6-4ec8-a8be-4aa3064332db	SA218343	SP39907	Primary tumour - solid tissue	0cf1ef00-d250-4f53-8481-f2f34131bcc1	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::1adb05d4-e1ca-4ede-81c7-ff24a243abae	1adb05d4-e1ca-4ede-81c7-ff24a243abae	KIRC-US	RNA-Seq	star	67c91ebf-e8c6-4ec8-a8be-4aa3064332db	SA218343	SP39907	Primary tumour - solid tissue	ef522a81-b375-47b5-b2e7-8b3d22e0b2c0	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::1e417b93-837d-4110-9090-239eb82c3e20	1e417b93-837d-4110-9090-239eb82c3e20	KIRC-US	RNA-Seq	tophat	70f6fa46-a451-44df-b684-5f252172d508	SA214150	SP34493	Primary tumour - solid tissue	65191306-e678-4d76-b345-5bbd77424dd3	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::1e417b93-837d-4110-9090-239eb82c3e20	1e417b93-837d-4110-9090-239eb82c3e20	KIRC-US	RNA-Seq	star	70f6fa46-a451-44df-b684-5f252172d508	SA214150	SP34493	Primary tumour - solid tissue	f8415e15-4dee-41a5-bf94-4204c6cb938d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::267ff78b-bceb-466e-8582-c560fe227ff0	267ff78b-bceb-466e-8582-c560fe227ff0	KIRC-US	RNA-Seq	tophat	07a4d275-d7bb-4aee-ae7e-b056a8785643	SA250105	SP37903	Primary tumour - solid tissue	a09df18f-999a-4825-9367-ce68741ccb0a	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::267ff78b-bceb-466e-8582-c560fe227ff0	267ff78b-bceb-466e-8582-c560fe227ff0	KIRC-US	RNA-Seq	star	07a4d275-d7bb-4aee-ae7e-b056a8785643	SA250105	SP37903	Primary tumour - solid tissue	8571f492-d895-4f18-98f1-d698c6c9df79	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::28e9b6f9-ab6a-400b-a6a9-79095a443591	28e9b6f9-ab6a-400b-a6a9-79095a443591	KIRC-US	RNA-Seq	tophat	6b0668ee-2466-4e31-9362-b4dbebbf598f	SA233272	SP36218	Primary tumour - solid tissue	23909479-aaeb-4826-9d12-0b11ef0e2a4b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::28e9b6f9-ab6a-400b-a6a9-79095a443591	28e9b6f9-ab6a-400b-a6a9-79095a443591	KIRC-US	RNA-Seq	star	6b0668ee-2466-4e31-9362-b4dbebbf598f	SA233272	SP36218	Primary tumour - solid tissue	3d4c35c9-ac3c-437d-b7df-01328189501c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2939c03a-6f3f-4f7b-b246-34361baadeb9	2939c03a-6f3f-4f7b-b246-34361baadeb9	KIRC-US	RNA-Seq	tophat	017b8d94-3c24-4bb0-9aff-f8bc623d2f4b	SA236886	SP36586	Primary tumour - solid tissue	bd6a4713-72db-488a-a2a2-e641948b3e21	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2939c03a-6f3f-4f7b-b246-34361baadeb9	2939c03a-6f3f-4f7b-b246-34361baadeb9	KIRC-US	RNA-Seq	star	017b8d94-3c24-4bb0-9aff-f8bc623d2f4b	SA236886	SP36586	Primary tumour - solid tissue	1c59b052-d9e9-4b96-89c7-d587cd1c969c	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2939c03a-6f3f-4f7b-b246-34361baadeb9	2939c03a-6f3f-4f7b-b246-34361baadeb9	KIRC-US	RNA-Seq	tophat	08987013-c189-4816-af55-7ecb3d67ffda	SA236988	SP36596	Normal - tissue adjacent to primary	a9f177e7-98d7-47a2-8b5e-119bba7aeedc	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2939c03a-6f3f-4f7b-b246-34361baadeb9	2939c03a-6f3f-4f7b-b246-34361baadeb9	KIRC-US	RNA-Seq	star	08987013-c189-4816-af55-7ecb3d67ffda	SA236988	SP36596	Normal - tissue adjacent to primary	2bf0ccc5-6bfe-477d-b9ae-ddb9c1563609	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2ed3296a-5b10-40d8-8af4-90dc031657cd	2ed3296a-5b10-40d8-8af4-90dc031657cd	KIRC-US	RNA-Seq	tophat	4d605da9-57c9-4041-bb4c-af8e4e4eb918	SA211251	SP39102	Primary tumour - solid tissue	8085dc91-fe52-46a7-bdbc-28c1248e3b23	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::2ed3296a-5b10-40d8-8af4-90dc031657cd	2ed3296a-5b10-40d8-8af4-90dc031657cd	KIRC-US	RNA-Seq	star	4d605da9-57c9-4041-bb4c-af8e4e4eb918	SA211251	SP39102	Primary tumour - solid tissue	136d5d20-cf6f-40ed-b714-6b04c693fb9d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::33cf0893-0411-4758-aa90-602bfedf0850	33cf0893-0411-4758-aa90-602bfedf0850	KIRC-US	RNA-Seq	tophat	61a73497-ffb0-46dd-8a1e-a4f7e5dd4fb0	SA230934	SP35989	Primary tumour - solid tissue	448f4bba-bf2f-4780-82ef-6d8de6115ba3	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::33cf0893-0411-4758-aa90-602bfedf0850	33cf0893-0411-4758-aa90-602bfedf0850	KIRC-US	RNA-Seq	star	61a73497-ffb0-46dd-8a1e-a4f7e5dd4fb0	SA230934	SP35989	Primary tumour - solid tissue	26a339c6-4c04-4285-aee3-fe1abfdb8d0b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::3cbca837-f5a7-4a87-8f02-c59eac232d5a	3cbca837-f5a7-4a87-8f02-c59eac232d5a	KIRC-US	RNA-Seq	tophat	f66ad0c1-2663-4f0d-80b0-fbdb6a94e607	SA208892	SP34186	Primary tumour - solid tissue	ae494c90-6b3f-422d-a6fc-00644cded46d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::3cbca837-f5a7-4a87-8f02-c59eac232d5a	3cbca837-f5a7-4a87-8f02-c59eac232d5a	KIRC-US	RNA-Seq	star	f66ad0c1-2663-4f0d-80b0-fbdb6a94e607	SA208892	SP34186	Primary tumour - solid tissue	3918f871-e50b-4eeb-9a6f-0f3dd98fb7a8	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::3e976301-4042-4ac0-8f01-ef2f1a8161a6	3e976301-4042-4ac0-8f01-ef2f1a8161a6	KIRC-US	RNA-Seq	tophat	61de326f-12b9-47b4-948e-c84c75e6231f	SA246090	SP37516	Primary tumour - solid tissue	fbcc8ac5-3586-4ea4-9a3e-17f16227d58d	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::3e976301-4042-4ac0-8f01-ef2f1a8161a6	3e976301-4042-4ac0-8f01-ef2f1a8161a6	KIRC-US	RNA-Seq	star	61de326f-12b9-47b4-948e-c84c75e6231f	SA246090	SP37516	Primary tumour - solid tissue	5d14f3c2-8c24-4c6c-8036-fb98e2152b3b	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
KIRC-US::3f93d1cf-a307-4e29-9e6f-239e9ffaa179	3f93d1cf-a307-4e29-9e6f-239e9ffaa179	KIRC-US	RNA-Seq	tophat	36b6ca18-f7c3-478c-a431-63ab03e69c12	SA213652	SP34452	Primary tumour - solid tissue	280944cf-f7eb-42c1-abfc-e15cf1f34f2f	https://gtrepo-osdc-tcga.annailabs.com/|https://cghub.ucsc.edu/	True
